# Log file created with: 'geigerlog_simple_500plus.py', Version: 0.1 (code °µ°)
# Python Version: 2.7.12 (default, Dec  4 2017, 14:50:18) [GCC 5.4.0 20160609]
# DateTime,          CPS, CPM, CPM1st, CPM2nd
2018-07-16 09:10:11, 1, 20, 20, 20
2018-07-16 09:10:12, 0, 19, 19, 19
2018-07-16 09:10:13, 0, 18, 18, 18
2018-07-16 09:10:14, 0, 18, 18, 18
2018-07-16 09:10:15, 0, 18, 18, 18
2018-07-16 09:10:16, 0, 17, 17, 17
2018-07-16 09:10:17, 0, 17, 17, 17
2018-07-16 09:10:18, 0, 16, 16, 16
2018-07-16 09:10:19, 0, 16, 16, 16
2018-07-16 09:10:20, 0, 16, 16, 16
2018-07-16 09:10:21, 0, 16, 16, 16
2018-07-16 09:10:22, 1, 17, 17, 17
2018-07-16 09:10:23, 0, 15, 15, 15
2018-07-16 09:10:24, 0, 15, 15, 15
2018-07-16 09:10:25, 0, 15, 15, 15
2018-07-16 09:10:26, 0, 14, 14, 14
2018-07-16 09:10:27, 0, 14, 14, 14
2018-07-16 09:10:28, 1, 15, 15, 15
2018-07-16 09:10:29, 0, 15, 15, 15
2018-07-16 09:10:30, 1, 15, 15, 15
2018-07-16 09:10:31, 0, 14, 14, 14
2018-07-16 09:10:33, 0, 14, 14, 14
2018-07-16 09:10:34, 0, 14, 14, 14
2018-07-16 09:10:35, 0, 14, 14, 14
2018-07-16 09:10:36, 0, 13, 13, 13
2018-07-16 09:10:37, 1, 14, 14, 14
2018-07-16 09:10:38, 0, 14, 14, 14
2018-07-16 09:10:39, 0, 14, 14, 14
2018-07-16 09:10:40, 0, 14, 14, 14
2018-07-16 09:10:41, 0, 14, 14, 14
2018-07-16 09:10:42, 1, 15, 15, 15
2018-07-16 09:10:43, 1, 16, 16, 16
2018-07-16 09:10:44, 0, 16, 16, 16
2018-07-16 09:10:45, 0, 16, 16, 16
2018-07-16 09:10:46, 1, 17, 17, 17
2018-07-16 09:10:47, 3, 19, 19, 19
2018-07-16 09:10:48, 0, 19, 19, 19
2018-07-16 09:10:49, 0, 18, 18, 18
2018-07-16 09:10:50, 1, 19, 19, 19
2018-07-16 09:10:51, 0, 19, 19, 19
2018-07-16 09:10:52, 0, 19, 19, 19
2018-07-16 09:10:53, 0, 18, 18, 18
2018-07-16 09:10:54, 0, 18, 18, 18
2018-07-16 09:10:55, 0, 18, 18, 18
2018-07-16 09:10:56, 1, 18, 18, 18
2018-07-16 09:10:57, 0, 17, 17, 17
2018-07-16 09:10:58, 0, 17, 17, 17
2018-07-16 09:10:59, 1, 18, 18, 18
2018-07-16 09:11:00, 0, 17, 17, 17
2018-07-16 09:11:01, 0, 17, 17, 17
2018-07-16 09:11:02, 0, 17, 17, 17
2018-07-16 09:11:03, 0, 17, 17, 17
2018-07-16 09:11:04, 0, 17, 17, 17
2018-07-16 09:11:05, 1, 17, 17, 17
2018-07-16 09:11:06, 0, 16, 16, 16
2018-07-16 09:11:07, 0, 15, 15, 15
2018-07-16 09:11:08, 0, 15, 15, 15
2018-07-16 09:11:09, 0, 15, 15, 15
2018-07-16 09:11:10, 0, 15, 15, 15
2018-07-16 09:11:11, 0, 14, 14, 14
2018-07-16 09:11:12, 0, 14, 14, 14
2018-07-16 09:11:13, 0, 14, 14, 14
2018-07-16 09:11:14, 1, 15, 15, 15
2018-07-16 09:11:15, 0, 15, 15, 15
2018-07-16 09:11:16, 0, 15, 15, 15
2018-07-16 09:11:18, 0, 15, 15, 15
2018-07-16 09:11:19, 0, 15, 15, 15
2018-07-16 09:11:20, 1, 16, 16, 16
2018-07-16 09:11:21, 0, 16, 16, 16
2018-07-16 09:11:22, 0, 15, 15, 15
2018-07-16 09:11:23, 0, 15, 15, 15
2018-07-16 09:11:24, 1, 16, 16, 16
2018-07-16 09:11:25, 0, 16, 16, 16
2018-07-16 09:11:26, 0, 16, 16, 16
2018-07-16 09:11:27, 0, 16, 16, 16
2018-07-16 09:11:28, 0, 15, 15, 15
2018-07-16 09:11:29, 1, 16, 16, 16
2018-07-16 09:11:30, 0, 15, 15, 15
2018-07-16 09:11:31, 0, 15, 15, 15
2018-07-16 09:11:32, 1, 16, 16, 16
2018-07-16 09:11:33, 0, 16, 16, 16
2018-07-16 09:11:34, 0, 16, 16, 16
2018-07-16 09:11:35, 1, 17, 17, 17
2018-07-16 09:11:36, 1, 18, 18, 18
2018-07-16 09:11:37, 0, 17, 17, 17
2018-07-16 09:11:38, 0, 17, 17, 17
2018-07-16 09:11:39, 0, 17, 17, 17
2018-07-16 09:11:40, 0, 17, 17, 17
2018-07-16 09:11:41, 0, 17, 17, 17
2018-07-16 09:11:42, 0, 16, 16, 16
2018-07-16 09:11:43, 0, 15, 15, 15
2018-07-16 09:11:44, 0, 15, 15, 15
2018-07-16 09:11:45, 0, 15, 15, 15
2018-07-16 09:11:46, 0, 14, 14, 14
2018-07-16 09:11:47, 1, 12, 12, 12
2018-07-16 09:11:48, 2, 14, 14, 14
2018-07-16 09:11:49, 1, 15, 15, 15
2018-07-16 09:11:50, 0, 14, 14, 14
2018-07-16 09:11:51, 0, 14, 14, 14
2018-07-16 09:11:52, 0, 14, 14, 14
2018-07-16 09:11:53, 0, 14, 14, 14
2018-07-16 09:11:54, 0, 14, 14, 14
2018-07-16 09:11:56, 0, 13, 13, 13
2018-07-16 09:11:57, 0, 13, 13, 13
2018-07-16 09:11:58, 0, 13, 13, 13
2018-07-16 09:11:59, 0, 12, 12, 12
2018-07-16 09:12:00, 0, 12, 12, 12
2018-07-16 09:12:01, 1, 13, 13, 13
2018-07-16 09:12:02, 0, 13, 13, 13
2018-07-16 09:12:03, 0, 13, 13, 13
2018-07-16 09:12:04, 0, 13, 13, 13
2018-07-16 09:12:05, 0, 12, 12, 12
2018-07-16 09:12:06, 1, 13, 13, 13
2018-07-16 09:12:07, 0, 13, 13, 13
2018-07-16 09:12:08, 0, 13, 13, 13
2018-07-16 09:12:09, 0, 13, 13, 13
2018-07-16 09:12:10, 1, 14, 14, 14
2018-07-16 09:12:11, 0, 14, 14, 14
2018-07-16 09:12:12, 1, 15, 15, 15
2018-07-16 09:12:13, 0, 15, 15, 15
2018-07-16 09:12:14, 0, 14, 14, 14
2018-07-16 09:12:15, 0, 14, 14, 14
2018-07-16 09:12:16, 0, 14, 14, 14
2018-07-16 09:12:17, 1, 15, 15, 15
2018-07-16 09:12:18, 0, 15, 15, 15
2018-07-16 09:12:19, 0, 15, 15, 15
2018-07-16 09:12:20, 1, 15, 15, 15
2018-07-16 09:12:21, 0, 15, 15, 15
2018-07-16 09:12:22, 0, 15, 15, 15
2018-07-16 09:12:23, 0, 15, 15, 15
2018-07-16 09:12:24, 0, 14, 14, 14
2018-07-16 09:12:25, 0, 14, 14, 14
2018-07-16 09:12:26, 0, 14, 14, 14
2018-07-16 09:12:27, 0, 14, 14, 14
2018-07-16 09:12:28, 0, 14, 14, 14
2018-07-16 09:12:29, 1, 14, 14, 14
2018-07-16 09:12:30, 0, 15, 15, 15
2018-07-16 09:12:32, 1, 15, 15, 15
2018-07-16 09:12:33, 0, 15, 15, 15
2018-07-16 09:12:34, 0, 15, 15, 15
2018-07-16 09:12:35, 0, 14, 14, 14
2018-07-16 09:12:36, 0, 13, 13, 13
2018-07-16 09:12:37, 0, 13, 13, 13
2018-07-16 09:12:38, 0, 13, 13, 13
2018-07-16 09:12:39, 0, 13, 13, 13
2018-07-16 09:12:40, 1, 14, 14, 14
2018-07-16 09:12:41, 0, 14, 14, 14
2018-07-16 09:12:42, 0, 14, 14, 14
2018-07-16 09:12:43, 1, 15, 15, 15
2018-07-16 09:12:44, 0, 15, 15, 15
2018-07-16 09:12:45, 1, 16, 16, 16
2018-07-16 09:12:46, 0, 16, 16, 16
2018-07-16 09:12:47, 0, 15, 15, 15
2018-07-16 09:12:48, 0, 13, 13, 13
2018-07-16 09:12:49, 0, 12, 12, 12
2018-07-16 09:12:50, 0, 12, 12, 12
2018-07-16 09:12:51, 0, 12, 12, 12
2018-07-16 09:12:52, 0, 12, 12, 12
2018-07-16 09:12:53, 0, 12, 12, 12
2018-07-16 09:12:54, 0, 12, 12, 12
2018-07-16 09:12:55, 0, 12, 12, 12
2018-07-16 09:12:56, 0, 12, 12, 12
2018-07-16 09:12:57, 1, 13, 13, 13
2018-07-16 09:12:58, 0, 13, 13, 13
2018-07-16 09:12:59, 0, 13, 13, 13
2018-07-16 09:13:00, 0, 13, 13, 13
2018-07-16 09:13:01, 0, 12, 12, 12
2018-07-16 09:13:02, 0, 12, 12, 12
2018-07-16 09:13:03, 0, 12, 12, 12
2018-07-16 09:13:04, 0, 12, 12, 12
2018-07-16 09:13:05, 0, 11, 11, 11
2018-07-16 09:13:07, 0, 11, 11, 11
2018-07-16 09:13:08, 0, 11, 11, 11
2018-07-16 09:13:09, 0, 11, 11, 11
2018-07-16 09:13:10, 0, 10, 10, 10
2018-07-16 09:13:11, 0, 10, 10, 10
2018-07-16 09:13:12, 0, 9, 9, 9
2018-07-16 09:13:13, 0, 9, 9, 9
2018-07-16 09:13:14, 0, 9, 9, 9
2018-07-16 09:13:15, 0, 9, 9, 9
2018-07-16 09:13:16, 0, 9, 9, 9
2018-07-16 09:13:17, 0, 8, 8, 8
2018-07-16 09:13:18, 1, 9, 9, 9
2018-07-16 09:13:19, 0, 9, 9, 9
2018-07-16 09:13:20, 0, 8, 8, 8
2018-07-16 09:13:21, 0, 8, 8, 8
2018-07-16 09:13:22, 0, 8, 8, 8
2018-07-16 09:13:23, 2, 10, 10, 10
2018-07-16 09:13:24, 0, 10, 10, 10
2018-07-16 09:13:25, 0, 10, 10, 10
2018-07-16 09:13:26, 0, 10, 10, 10
2018-07-16 09:13:27, 1, 11, 11, 11
2018-07-16 09:13:28, 0, 11, 11, 11
2018-07-16 09:13:29, 0, 10, 10, 10
2018-07-16 09:13:30, 1, 10, 10, 10
2018-07-16 09:13:31, 1, 11, 11, 11
2018-07-16 09:13:32, 0, 10, 10, 10
2018-07-16 09:13:33, 0, 10, 10, 10
2018-07-16 09:13:34, 0, 10, 10, 10
2018-07-16 09:13:35, 0, 10, 10, 10
2018-07-16 09:13:36, 0, 10, 10, 10
2018-07-16 09:13:37, 1, 11, 11, 11
2018-07-16 09:13:38, 0, 11, 11, 11
2018-07-16 09:13:39, 0, 11, 11, 11
2018-07-16 09:13:40, 0, 10, 10, 10
2018-07-16 09:13:41, 1, 11, 11, 11
2018-07-16 09:13:42, 0, 11, 11, 11
2018-07-16 09:13:43, 0, 10, 10, 10
2018-07-16 09:13:44, 0, 10, 10, 10
2018-07-16 09:13:45, 0, 9, 9, 9
2018-07-16 09:13:47, 0, 9, 9, 9
2018-07-16 09:13:48, 0, 9, 9, 9
2018-07-16 09:13:49, 0, 9, 9, 9
2018-07-16 09:13:50, 0, 9, 9, 9
2018-07-16 09:13:51, 0, 9, 9, 9
2018-07-16 09:13:52, 0, 9, 9, 9
2018-07-16 09:13:53, 0, 9, 9, 9
2018-07-16 09:13:54, 0, 9, 9, 9
2018-07-16 09:13:55, 0, 9, 9, 9
2018-07-16 09:13:56, 0, 9, 9, 9
2018-07-16 09:13:57, 0, 8, 8, 8
2018-07-16 09:13:58, 0, 8, 8, 8
2018-07-16 09:13:59, 0, 8, 8, 8
2018-07-16 09:14:00, 0, 8, 8, 8
2018-07-16 09:14:01, 1, 9, 9, 9
2018-07-16 09:14:02, 0, 9, 9, 9
2018-07-16 09:14:03, 0, 9, 9, 9
2018-07-16 09:14:04, 0, 9, 9, 9
2018-07-16 09:14:05, 0, 9, 9, 9
2018-07-16 09:14:06, 0, 9, 9, 9
2018-07-16 09:14:07, 0, 9, 9, 9
2018-07-16 09:14:08, 0, 9, 9, 9
2018-07-16 09:14:09, 0, 9, 9, 9
2018-07-16 09:14:10, 0, 9, 9, 9
2018-07-16 09:14:11, 0, 9, 9, 9
2018-07-16 09:14:12, 0, 9, 9, 9
2018-07-16 09:14:13, 0, 9, 9, 9
2018-07-16 09:14:14, 0, 9, 9, 9
2018-07-16 09:14:15, 0, 9, 9, 9
2018-07-16 09:14:16, 0, 9, 9, 9
2018-07-16 09:14:18, 0, 9, 9, 9
2018-07-16 09:14:19, 0, 8, 8, 8
2018-07-16 09:14:20, 0, 8, 8, 8
2018-07-16 09:14:21, 0, 8, 8, 8
2018-07-16 09:14:22, 0, 8, 8, 8
2018-07-16 09:14:23, 0, 8, 8, 8
2018-07-16 09:14:24, 0, 6, 6, 6
2018-07-16 09:14:25, 0, 6, 6, 6
2018-07-16 09:14:26, 0, 6, 6, 6
2018-07-16 09:14:27, 1, 6, 6, 6
2018-07-16 09:14:28, 0, 6, 6, 6
2018-07-16 09:14:29, 1, 7, 7, 7
2018-07-16 09:14:30, 0, 6, 6, 6
2018-07-16 09:14:31, 0, 5, 5, 5
2018-07-16 09:14:32, 0, 5, 5, 5
2018-07-16 09:14:33, 0, 5, 5, 5
2018-07-16 09:14:34, 1, 6, 6, 6
2018-07-16 09:14:35, 0, 6, 6, 6
2018-07-16 09:14:36, 0, 6, 6, 6
2018-07-16 09:14:37, 1, 6, 6, 6
2018-07-16 09:14:38, 1, 7, 7, 7
2018-07-16 09:14:39, 0, 7, 7, 7
2018-07-16 09:14:40, 0, 7, 7, 7
2018-07-16 09:14:41, 0, 6, 6, 6
2018-07-16 09:14:42, 1, 7, 7, 7
2018-07-16 09:14:43, 1, 8, 8, 8
2018-07-16 09:14:44, 1, 9, 9, 9
2018-07-16 09:14:45, 1, 10, 10, 10
2018-07-16 09:14:46, 0, 10, 10, 10
2018-07-16 09:14:48, 0, 10, 10, 10
2018-07-16 09:14:49, 1, 11, 11, 11
2018-07-16 09:14:50, 0, 11, 11, 11
2018-07-16 09:14:51, 1, 12, 12, 12
2018-07-16 09:14:52, 0, 12, 12, 12
2018-07-16 09:14:53, 1, 13, 13, 13
2018-07-16 09:14:54, 0, 13, 13, 13
2018-07-16 09:14:55, 0, 13, 13, 13
2018-07-16 09:14:56, 0, 13, 13, 13
2018-07-16 09:14:57, 0, 13, 13, 13
2018-07-16 09:14:58, 0, 13, 13, 13
2018-07-16 09:14:59, 0, 13, 13, 13
2018-07-16 09:15:00, 0, 13, 13, 13
2018-07-16 09:15:01, 1, 14, 14, 14
2018-07-16 09:15:02, 0, 13, 13, 13
2018-07-16 09:15:03, 0, 13, 13, 13
2018-07-16 09:15:04, 0, 13, 13, 13
2018-07-16 09:15:05, 0, 13, 13, 13
2018-07-16 09:15:06, 0, 13, 13, 13
2018-07-16 09:15:07, 1, 14, 14, 14
2018-07-16 09:15:08, 0, 14, 14, 14
2018-07-16 09:15:09, 0, 14, 14, 14
2018-07-16 09:15:10, 0, 14, 14, 14
2018-07-16 09:15:11, 1, 15, 15, 15
2018-07-16 09:15:12, 1, 16, 16, 16
2018-07-16 09:15:13, 0, 16, 16, 16
2018-07-16 09:15:14, 0, 16, 16, 16
2018-07-16 09:15:15, 0, 16, 16, 16
2018-07-16 09:15:16, 0, 16, 16, 16
2018-07-16 09:15:17, 0, 16, 16, 16
2018-07-16 09:15:19, 0, 16, 16, 16
2018-07-16 09:15:20, 0, 16, 16, 16
2018-07-16 09:15:21, 1, 17, 17, 17
2018-07-16 09:15:22, 1, 18, 18, 18
2018-07-16 09:15:23, 0, 18, 18, 18
2018-07-16 09:15:24, 0, 18, 18, 18
2018-07-16 09:15:25, 0, 18, 18, 18
2018-07-16 09:15:26, 0, 18, 18, 18
2018-07-16 09:15:27, 1, 19, 19, 19
2018-07-16 09:15:28, 0, 18, 18, 18
2018-07-16 09:15:29, 0, 18, 18, 18
2018-07-16 09:15:30, 0, 17, 17, 17
2018-07-16 09:15:31, 1, 18, 18, 18
2018-07-16 09:15:32, 0, 18, 18, 18
2018-07-16 09:15:33, 0, 18, 18, 18
2018-07-16 09:15:34, 0, 18, 18, 18
2018-07-16 09:15:35, 0, 17, 17, 17
2018-07-16 09:15:36, 0, 17, 17, 17
2018-07-16 09:15:37, 0, 17, 17, 17
2018-07-16 09:15:38, 1, 17, 17, 17
2018-07-16 09:15:39, 0, 16, 16, 16
2018-07-16 09:15:40, 0, 16, 16, 16
2018-07-16 09:15:41, 0, 16, 16, 16
2018-07-16 09:15:42, 0, 16, 16, 16
2018-07-16 09:15:43, 0, 15, 15, 15
2018-07-16 09:15:44, 0, 14, 14, 14
2018-07-16 09:15:45, 0, 13, 13, 13
2018-07-16 09:15:46, 0, 12, 12, 12
2018-07-16 09:15:47, 0, 12, 12, 12
2018-07-16 09:15:48, 0, 12, 12, 12
2018-07-16 09:15:49, 0, 11, 11, 11
2018-07-16 09:15:51, 0, 10, 10, 10
2018-07-16 09:15:52, 0, 10, 10, 10
2018-07-16 09:15:53, 0, 9, 9, 9
2018-07-16 09:15:54, 1, 10, 10, 10
2018-07-16 09:15:55, 0, 10, 10, 10
2018-07-16 09:15:56, 0, 10, 10, 10
2018-07-16 09:15:57, 0, 10, 10, 10
2018-07-16 09:15:58, 0, 10, 10, 10
2018-07-16 09:15:59, 0, 10, 10, 10
2018-07-16 09:16:00, 1, 11, 11, 11
2018-07-16 09:16:01, 0, 10, 10, 10
2018-07-16 09:16:02, 1, 11, 11, 11
2018-07-16 09:16:03, 0, 11, 11, 11
2018-07-16 09:16:04, 0, 11, 11, 11
2018-07-16 09:16:05, 2, 13, 13, 13
2018-07-16 09:16:06, 0, 13, 13, 13
2018-07-16 09:16:07, 0, 12, 12, 12
2018-07-16 09:16:08, 1, 13, 13, 13
2018-07-16 09:16:09, 1, 14, 14, 14
2018-07-16 09:16:10, 0, 14, 14, 14
2018-07-16 09:16:11, 1, 14, 14, 14
2018-07-16 09:16:12, 0, 13, 13, 13
2018-07-16 09:16:13, 0, 13, 13, 13
2018-07-16 09:16:14, 0, 13, 13, 13
2018-07-16 09:16:15, 0, 13, 13, 13
2018-07-16 09:16:16, 1, 14, 14, 14
2018-07-16 09:16:17, 0, 14, 14, 14
2018-07-16 09:16:18, 0, 14, 14, 14
2018-07-16 09:16:19, 1, 15, 15, 15
2018-07-16 09:16:20, 0, 15, 15, 15
2018-07-16 09:16:21, 0, 14, 14, 14
2018-07-16 09:16:22, 0, 13, 13, 13
2018-07-16 09:16:23, 0, 13, 13, 13
2018-07-16 09:16:24, 0, 13, 13, 13
2018-07-16 09:16:25, 0, 13, 13, 13
2018-07-16 09:16:26, 1, 14, 14, 14
2018-07-16 09:16:27, 0, 13, 13, 13
2018-07-16 09:16:28, 0, 13, 13, 13
2018-07-16 09:16:29, 0, 13, 13, 13
2018-07-16 09:16:30, 1, 14, 14, 14
2018-07-16 09:16:31, 1, 14, 14, 14
2018-07-16 09:16:32, 0, 14, 14, 14
2018-07-16 09:16:33, 0, 14, 14, 14
2018-07-16 09:16:34, 0, 14, 14, 14
2018-07-16 09:16:35, 0, 14, 14, 14
2018-07-16 09:16:37, 0, 14, 14, 14
2018-07-16 09:16:38, 0, 13, 13, 13
2018-07-16 09:16:39, 0, 13, 13, 13
2018-07-16 09:16:40, 0, 13, 13, 13
2018-07-16 09:16:41, 2, 15, 15, 15
2018-07-16 09:16:42, 0, 15, 15, 15
2018-07-16 09:16:43, 0, 15, 15, 15
2018-07-16 09:16:44, 1, 16, 16, 16
2018-07-16 09:16:45, 0, 16, 16, 16
2018-07-16 09:16:46, 0, 16, 16, 16
2018-07-16 09:16:47, 0, 16, 16, 16
2018-07-16 09:16:48, 1, 17, 17, 17
2018-07-16 09:16:49, 0, 17, 17, 17
2018-07-16 09:16:50, 0, 17, 17, 17
2018-07-16 09:16:51, 1, 18, 18, 18
2018-07-16 09:16:52, 0, 18, 18, 18
2018-07-16 09:16:53, 0, 18, 18, 18
2018-07-16 09:16:54, 1, 18, 18, 18
2018-07-16 09:16:55, 0, 18, 18, 18
2018-07-16 09:16:56, 0, 18, 18, 18
2018-07-16 09:16:57, 1, 19, 19, 19
2018-07-16 09:16:58, 0, 19, 19, 19
2018-07-16 09:16:59, 0, 19, 19, 19
2018-07-16 09:17:00, 1, 19, 19, 19
2018-07-16 09:17:01, 0, 19, 19, 19
2018-07-16 09:17:02, 0, 18, 18, 18
2018-07-16 09:17:03, 0, 18, 18, 18
2018-07-16 09:17:04, 0, 18, 18, 18
2018-07-16 09:17:05, 0, 16, 16, 16
2018-07-16 09:17:06, 1, 17, 17, 17
2018-07-16 09:17:07, 2, 19, 19, 19
2018-07-16 09:17:08, 0, 18, 18, 18
2018-07-16 09:17:09, 0, 17, 17, 17
2018-07-16 09:17:10, 1, 18, 18, 18
2018-07-16 09:17:11, 0, 17, 17, 17
2018-07-16 09:17:12, 0, 17, 17, 17
2018-07-16 09:17:13, 0, 17, 17, 17
2018-07-16 09:17:14, 0, 17, 17, 17
2018-07-16 09:17:15, 0, 17, 17, 17
2018-07-16 09:17:16, 0, 16, 16, 16
2018-07-16 09:17:17, 0, 16, 16, 16
2018-07-16 09:17:18, 0, 16, 16, 16
2018-07-16 09:17:19, 0, 15, 15, 15
2018-07-16 09:17:20, 1, 16, 16, 16
2018-07-16 09:17:21, 1, 17, 17, 17
2018-07-16 09:17:22, 0, 17, 17, 17
2018-07-16 09:17:23, 0, 17, 17, 17
2018-07-16 09:17:24, 0, 17, 17, 17
2018-07-16 09:17:25, 0, 17, 17, 17
2018-07-16 09:17:26, 0, 17, 17, 17
2018-07-16 09:17:28, 0, 17, 17, 17
2018-07-16 09:17:29, 0, 17, 17, 17
2018-07-16 09:17:30, 0, 16, 16, 16
2018-07-16 09:17:31, 0, 15, 15, 15
2018-07-16 09:17:32, 1, 16, 16, 16
2018-07-16 09:17:33, 0, 16, 16, 16
2018-07-16 09:17:34, 0, 16, 16, 16
2018-07-16 09:17:35, 0, 16, 16, 16
2018-07-16 09:17:36, 1, 17, 17, 17
2018-07-16 09:17:37, 0, 17, 17, 17
2018-07-16 09:17:38, 0, 17, 17, 17
2018-07-16 09:17:39, 0, 17, 17, 17
2018-07-16 09:17:40, 0, 17, 17, 17
2018-07-16 09:17:41, 0, 15, 15, 15
2018-07-16 09:17:42, 0, 15, 15, 15
2018-07-16 09:17:43, 1, 16, 16, 16
2018-07-16 09:17:44, 0, 15, 15, 15
2018-07-16 09:17:45, 0, 15, 15, 15
2018-07-16 09:17:46, 0, 15, 15, 15
2018-07-16 09:17:47, 0, 15, 15, 15
2018-07-16 09:17:48, 1, 15, 15, 15
2018-07-16 09:17:49, 1, 16, 16, 16
2018-07-16 09:17:50, 1, 17, 17, 17
2018-07-16 09:17:51, 0, 16, 16, 16
2018-07-16 09:17:52, 0, 16, 16, 16
2018-07-16 09:17:53, 0, 16, 16, 16
2018-07-16 09:17:54, 0, 15, 15, 15
2018-07-16 09:17:55, 0, 15, 15, 15
2018-07-16 09:17:56, 0, 15, 15, 15
2018-07-16 09:17:57, 0, 14, 14, 14
2018-07-16 09:17:58, 0, 14, 14, 14
2018-07-16 09:17:59, 0, 14, 14, 14
2018-07-16 09:18:00, 0, 13, 13, 13
2018-07-16 09:18:01, 0, 13, 13, 13
2018-07-16 09:18:02, 0, 13, 13, 13
2018-07-16 09:18:03, 0, 13, 13, 13
2018-07-16 09:18:04, 0, 13, 13, 13
2018-07-16 09:18:05, 1, 13, 13, 13
2018-07-16 09:18:07, 0, 11, 11, 11
2018-07-16 09:18:08, 0, 11, 11, 11
2018-07-16 09:18:09, 0, 11, 11, 11
2018-07-16 09:18:10, 0, 10, 10, 10
2018-07-16 09:18:11, 0, 10, 10, 10
2018-07-16 09:18:12, 1, 11, 11, 11
2018-07-16 09:18:13, 1, 12, 12, 12
2018-07-16 09:18:14, 0, 12, 12, 12
2018-07-16 09:18:15, 1, 13, 13, 13
2018-07-16 09:18:16, 0, 13, 13, 13
2018-07-16 09:18:17, 0, 13, 13, 13
2018-07-16 09:18:18, 0, 13, 13, 13
2018-07-16 09:18:19, 0, 13, 13, 13
2018-07-16 09:18:20, 0, 12, 12, 12
2018-07-16 09:18:21, 0, 11, 11, 11
2018-07-16 09:18:22, 1, 12, 12, 12
2018-07-16 09:18:23, 0, 12, 12, 12
2018-07-16 09:18:24, 0, 12, 12, 12
2018-07-16 09:18:25, 0, 12, 12, 12
2018-07-16 09:18:26, 0, 12, 12, 12
2018-07-16 09:18:27, 2, 13, 13, 13
2018-07-16 09:18:28, 0, 13, 13, 13
2018-07-16 09:18:29, 0, 13, 13, 13
2018-07-16 09:18:30, 1, 14, 14, 14
2018-07-16 09:18:31, 0, 14, 14, 14
2018-07-16 09:18:32, 0, 13, 13, 13
2018-07-16 09:18:33, 1, 14, 14, 14
2018-07-16 09:18:34, 0, 14, 14, 14
2018-07-16 09:18:35, 0, 14, 14, 14
2018-07-16 09:18:36, 1, 14, 14, 14
2018-07-16 09:18:37, 1, 15, 15, 15
2018-07-16 09:18:38, 0, 15, 15, 15
2018-07-16 09:18:39, 1, 16, 16, 16
2018-07-16 09:18:40, 0, 16, 16, 16
2018-07-16 09:18:41, 0, 16, 16, 16
2018-07-16 09:18:42, 0, 16, 16, 16
2018-07-16 09:18:44, 0, 15, 15, 15
2018-07-16 09:18:45, 3, 18, 18, 18
2018-07-16 09:18:46, 0, 18, 18, 18
2018-07-16 09:18:47, 0, 18, 18, 18
2018-07-16 09:18:48, 0, 18, 18, 18
2018-07-16 09:18:49, 0, 17, 17, 17
2018-07-16 09:18:50, 0, 16, 16, 16
2018-07-16 09:18:51, 0, 15, 15, 15
2018-07-16 09:18:52, 0, 15, 15, 15
2018-07-16 09:18:53, 1, 16, 16, 16
2018-07-16 09:18:54, 0, 16, 16, 16
2018-07-16 09:18:55, 0, 16, 16, 16
2018-07-16 09:18:56, 0, 16, 16, 16
2018-07-16 09:18:57, 0, 16, 16, 16
2018-07-16 09:18:58, 0, 16, 16, 16
2018-07-16 09:18:59, 0, 16, 16, 16
2018-07-16 09:19:00, 0, 16, 16, 16
2018-07-16 09:19:01, 0, 16, 16, 16
2018-07-16 09:19:02, 0, 16, 16, 16
2018-07-16 09:19:03, 1, 17, 17, 17
2018-07-16 09:19:04, 0, 17, 17, 17
2018-07-16 09:19:05, 0, 16, 16, 16
2018-07-16 09:19:06, 0, 16, 16, 16
2018-07-16 09:19:07, 0, 16, 16, 16
2018-07-16 09:19:08, 0, 16, 16, 16
2018-07-16 09:19:09, 0, 16, 16, 16
2018-07-16 09:19:10, 0, 16, 16, 16
2018-07-16 09:19:11, 0, 16, 16, 16
2018-07-16 09:19:13, 0, 15, 15, 15
2018-07-16 09:19:14, 0, 14, 14, 14
2018-07-16 09:19:15, 0, 14, 14, 14
2018-07-16 09:19:16, 0, 13, 13, 13
2018-07-16 09:19:17, 0, 13, 13, 13
2018-07-16 09:19:18, 0, 13, 13, 13
2018-07-16 09:19:19, 0, 13, 13, 13
2018-07-16 09:19:20, 0, 13, 13, 13
2018-07-16 09:19:21, 1, 14, 14, 14
2018-07-16 09:19:22, 0, 13, 13, 13
2018-07-16 09:19:23, 0, 13, 13, 13
2018-07-16 09:19:24, 0, 13, 13, 13
2018-07-16 09:19:25, 0, 13, 13, 13
2018-07-16 09:19:26, 0, 13, 13, 13
2018-07-16 09:19:27, 0, 11, 11, 11
2018-07-16 09:19:28, 1, 12, 12, 12
2018-07-16 09:19:29, 0, 12, 12, 12
2018-07-16 09:19:30, 1, 12, 12, 12
2018-07-16 09:19:31, 0, 12, 12, 12
2018-07-16 09:19:32, 0, 12, 12, 12
2018-07-16 09:19:33, 1, 12, 12, 12
2018-07-16 09:19:34, 0, 12, 12, 12
2018-07-16 09:19:35, 0, 12, 12, 12
2018-07-16 09:19:36, 0, 11, 11, 11
2018-07-16 09:19:37, 0, 10, 10, 10
2018-07-16 09:19:38, 0, 10, 10, 10
2018-07-16 09:19:39, 0, 9, 9, 9
2018-07-16 09:19:40, 0, 9, 9, 9
